jabko_url,jabko_name,jabko_price_uah,mygadget_url,mygadget_name,mygadget_price_uah
https://jabko.ua/product/apple-iphone-17-pro-max-256gb-dark-blue,Apple iPhone 17 Pro Max 256GB (Deep Blue),66299,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-256gb-black,Apple iPhone 17 Pro Max 256Gb Deep Blue (MFYP4),66199
https://jabko.ua/product/apple-iphone-17-pro-max-256gb-gray,Apple iPhone 17 Pro Max 256GB (Silver),67599,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-256gb-white,Apple iPhone 17 Pro Max 256Gb Silver (MFYM4),67499
https://jabko.ua/product/apple-iphone-17-pro-max-256gb-orange,Apple iPhone 17 Pro Max 256GB (Cosmic Orange),65999,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-256gb-orange,Apple iPhone 17 Pro Max 256Gb Cosmic Orange (MFYN4),65899
https://jabko.ua/product/apple-iphone-17-pro-max-512gb-dark-blue,Apple iPhone 17 Pro Max 512GB (Deep Blue),79199,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-512gb-black,Apple iPhone 17 Pro Max 512Gb Deep Blue (MFYU4),79089
https://jabko.ua/product/apple-iphone-17-pro-max-512gb-gray,Apple iPhone 17 Pro Max 512GB (Silver),79199,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-512gb-white,Apple iPhone 17 Pro Max 512Gb Silver (MFYQ4),79099
https://jabko.ua/product/apple-iphone-17-pro-max-512gb-orange,Apple iPhone 17 Pro Max 512GB (Cosmic Orange),76999,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-512gb-orange,Apple iPhone 17 Pro Max 512Gb Cosmic Orange (MFYT4),76899
https://jabko.ua/product/apple-iphone-17-pro-max-1tb-dark-blue,Apple iPhone 17 Pro Max 1TB (Deep Blue),89999,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-1tb-black,Apple iPhone 17 Pro Max 1Tb Deep Blue (MFYX4),89899
https://jabko.ua/product/apple-iphone-17-pro-max-1tb-gray,Apple iPhone 17 Pro Max 1TB (Silver),92499,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-1tb-white,Apple iPhone 17 Pro Max 1Tb Silver (MFYV4),92399
https://jabko.ua/product/apple-iphone-17-pro-max-1tb-orange,Apple iPhone 17 Pro Max 1TB (Cosmic Orange),89599,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-1tb-orange,Apple iPhone 17 Pro Max 1Tb Cosmic Orange (MFYW4),89499
https://jabko.ua/product/apple-iphone-17-pro-max-2tb-dark-blue,Apple iPhone 17 Pro Max 2TB (Deep Blue),102999,https://mygadget.ua/iphones/iphone-17-pro-max/apple-iphone-17-pro-max-256gb-gray,Apple iPhone 17 Pro Max 2Tb Deep Blue (MFXU4),102989
